Europejska Wspólnota Węgla i Stali			
po II wojnie światowej			
kolaboracja			
Laputa			
Stanisław Lem			
Mao Zedong	Mao Tse-tung		
Stauffenberg			
w Europie			
Antyle			
„Potop”			
pawie			
greckiego			
arena			
nieodmienną			
Indii			
muzyczne			
w Wilnie			
beatyfikacja			
123			
nad Oceanem Spokojnym	nad Pacyfikiem		
wiosny			
o ramię			
52 tygodnie	52		
nie			
działon			
romantyzmu			
z Hiszpanii			
Edward			
w Madrycie			
perigeum	perygeum		
żółty			
w Afryce			
prezydent			
nie			
Drawy			
w XI			
sługa			
deratyzacja			
w Meksyku			
Londyn			
twardym			
z Włoch			
w XIX	19		
ze wschodu na zachód			
sześciu	6		
lepiej			
madera			
szlafmyca			
Egejskie z Jońskim			
czerwonego			
trema			
Henryk Sucharski			
Kraków			
459 m			
Nowy Jork			
tak			
Stanisław Małachowski			
w Styksie			
jezuitów			
albinizm			
Boruta			
pantomima			
Izabela Kastylijska i Ferdynand Aragoński			
o krótszej			
tak			
w Sewilli			
Azji			
w 1941			
Tytus			
prezydent			
granat			
pulsar			
Washington Post			
140 km/h			
po I wojnie światowej			
Wielkiej Brytanii			
był Węgrem			
Blu-ray			
trzy	3		
Izba Gmin			
Zbigniew Zamachowski			
z Afryki			
tak			
z dwoma	2		
tablica			
bananów			
ośmioro			
w 1812			
Islandia			
flash	flesz		
nie			
trylogia			
Sindbad			
jedną	1		
nie			
Lecha Wałęsy			
jedenaście	11		
Stanisław August Poniatowski			
krzyżem			
w I	1		
cent	eurocent		
Kenii			
w Oranie			
mały szlem			
sędzia			
w Bieszczadach			
trójkąta			
Krzysztof Penderecki			
kręgosłup			
we Francji			
w Hiszpanii			
nie			
we Francji			
Rotterdam			
Niccolò			
Cezary Pazura			
kwitkiem			
tak			
Izrael			
w XIX	19		
Elżbieta II	królowa brytyjska		
na 24			
cztery	4		
król	Karol XVI Gustaw		
w Katowicach			
gorącą wodą			
Janów Podlaski			
Jan Kepler	Johannes Kepler		
Bolesław Wieniawa-Długoszowski			
w Londynie			
infant			
Vincent van Gogh			
nie			
wypiek			
w Afryce			
„Tęcza”			
akrofobia			
fraucymer			
korund			
koliber			
Maria Konopnicka			
lądowania na Księżycu			
dwa razy daje, kto szybko daje			
abażur			
Ukajali			
w XIX	19		
cztery	4		
herbaty			
doktor honoris causa			
cynku			
co 6 miesięcy	co pół roku		
z Iwanem Groźnym			
bulaj			
abordaż			
CNN			
wieniec			
lato i zimę	zimę i lato	trochę zimy, trochę lata	
białe			
Poczdam			
„Ludzie bezdomni”			
Karl Jung			
Potomak			
jabłek			
Falanga	Falanga Hiszpańska		
wędlina			
Walkirie			
Atma			
kanibalizm			
nad Morzem Bałtyckim	nad Bałtykiem		
nie			
monit			
bushido			
tak			
od kaptura			
w żółtym			
Henryk Siemiradzki			
Horacy			
kapusta			
rubaszka			
żigolo	fordanser		
tak			
w Polsce			
erystyka			
oponę			
o Dreźnie			
Apolla	Apollina		
Francji			
panierowanie			
Immanuel Kant			
akustyka			
Kopernika			
dewizka			
laur			
Pakt Północnoatlantycki	Organizacja Traktatu Północnoatlantyckiego	Sojusz Północnoatlantycki	
parkour			
Tanzanii			
Władysław Łokietek			
chryzantema			
nie			
tak			
za Stanisława Augusta Poniatowskiego			
diabłem			
Maria Pawlikowska-Jasnorzewska			
Monte Christo			
Paschał			
biały			
w Tatrach			
Tarnica			
Konrad	Gustaw-Konrad		
o Iranie			
z Hiszpanii			
Aleksander Macedoński			
ząb za ząb			
nie			
Ziemia			
włoski			
intuicjonizm			
Horpyna			
bukinista			
morska			
w Algierii			
„Nad Niemnem”			
3			
Dedal			
Natasza			
w Londynie			
Umberto Eco			
koloratka			
Witold Pyrkosz			
Panteon			
Brigitte Bardot			
Gustaw			
trioda			
piroga			
wąż			
nikt			
Mars			
autochton			
niemieckiego			
w Łodzi			
tak			
na Ukrainie			
Baggins			
w 1919			
na fletni			
w Stanach Zjednoczonych	w USA		
Kronos			
Floryda			
Kabaret Starszych Panów			
muezzin			
sześć	6		
w Genewie			
plac św. Marka			
hiszpański			
na organach			
tak			
pięknym			
w Rio de Janeiro			
Nigeria			
diabeł			
dwadzieścia cztery	24		
w XIX	19		
Bernardynów			
heroina			
ciastko			
nie			
ANZUS	Pakt Bezpieczeństwa Pacyfiku		
Joanna Brodzik			
porządkowe			
Sala Poselska	Sala pod Głowami		
w 1815			
wojny			
bocianie gniazdo			
bossa nova			
w Wielkiej Brytanii			
hiszpańskim			
Carmen			
Mia Farrow			
Barbakan			
tenor			
ostrosłupa	ostrosłupa prawidłowego czworokątnego		
w Warszawie			
pianistą			
cudzysłów			
tak			
biały			
w 1717			
we Włoszech			
w Londynie			
dwie	2		
antylopa			
kolarstwo			
nie			
trzy	3		
w Niemczech			
manometr			
regaty			
w 1941			
pedicure			
Barbara Apolonia Chałupiec			
w rejestr			
kaszkę			
poczet sztandarowy			
kurhan			
tak			
w Indiach			
Danię i Szwecję	Szwecję i Danię		
Bangkok			
Bóbr			
po francusku			
do 18			
Michaela Jacksona			
Wezuwiusza			
dziesięć	10		
nie	ma zmienny		
tak			
jabłoni			
Amazonka			
odrzucenie zalotów, oświadczyn			
Aslan			
60			
prezydent			
włoskiej			
Zbigniew Zamachowski			
z małpami			
siedmiu	7		
dla dobra publicznego			
emisariusz			
15 sierpnia			
dziennikami			
w XVII	17		
w XIX	19		
Jama Michalikowa	Jama Michalika		
Jan Jakub Kolski			
WIG 20			
tak			
Szczepko i Tońko	Szczepcio i Tońcio		
19			
Mick Jagger			
na Półwyspie Bałkańskim			
tak			
pas			
za Bolesława Krzywoustego			
tak			
Jean-Paul	Jean-Paul Charles		
preambuła			
gułagi	łagry		
antykwariat			
Narodowego Banku Polskiego	NBP		
6			
Sławomir Petelicki			
Jerzy VI			
hydroplan			
retrospekcja			
lód			
w Szwecji			
w Warszawie			
nie			
trzy razy	3		
nie			
Dawid			
dodatni			
w Argentynie			
owce			
„Nad Niemnem”			
koala			
Helska			
czterech			
Salomon			
we Wrześni			
koszykówkę			
gaszenie			
księżniczka chińska			
przez cały rok	przez 12 miesięcy		
we Wrocławiu			
w Zakopanem			
Warszawa			
od strony morza			
„Gospodarstwo”			
malarstwo			
lucerna			
Cat			
stara			
Sofokles			
Soplica			
A4			
Napoleona Bonaparte			
drapieżne			
Łukasz			
kościuszkowskiego			
do Australii			
w latach świetlnych			
western			
myśliwskim			
tak			
sekwoja			
Tłusty Czwartek			
merlina			
Victory			
nie			
w XIX	19		
Tanganika			
XV	15		
nie			
tak			
Mikołaj II Romanow			
1814–1815	1814-15	od 1814 do 1815	
cesarsko-królewski			
czeskie			
trzy	3		
Marsa			
Janusz Korczak			
Grecji			
tak			
1602			
Arbeit macht frei	Praca czyni wolnym		
kameleony			
w białym			
wilczyca			
rzymska			
jedwabną			
lisowczycy	lisowczyki	straceńcy	chorągiew elearska
pierwiastek			
pulsie			
trzy	3		
w Łazienkach			
Anna Dymna			
z kościoła Mariackiego			
tak			
jeden	1		
 w 1794			
Kartaginy			
tequilla			
przeciw Turkom			
gipsu			
Jowisza			
w Oliwie			
Japonia			
w Hiszpanii			
„Skrzydlata Polska”			
w Karakorum			
w maju			
jednych i drugich			
z dwóch	2		
Franklin Delano Roosevelt			
Loara			
muzyka			
Stanisław Kierbedź			
sowa			
Matka Teresa z Kalkuty			
oflag			
roślina			
mutacja			
Bałtyckim			
białe			
w Peru			
Myslovitz			
Keanu Reeves			
są równe			
kontralt			
w Warszawie			
64			
z Finlandii			
parabola			
pontyfikat			
w XIX	19		
nad Sanem	San		
w XIX	19		
Gustawa Morcinka			
Mikołaj Gogol			
Auschwitz-Birkenau	Auschwitz	Oświęcim	
Leszka Kołakowskiego			
kardiolog			
karoseria			
„Papusza”			
Oliver Stone			
Figara			
dekarz			
filologia angielska			
chaber			
chwastobójcze			
nie			
głowy			
Joanna Moro			
Jerzy			
motyli			
ze starożytnej Grecji			
„Odprawa posłów greckich”			
kelvin			
czołg			
tak			
Marek Niedźwiecki			
robaczek			
Benjamin Franklin			
180			
udusił gołymi rękoma	udusił go		
pisania			
w 1940			
na Ukrainie			
Kraków			
sto	100		
tak			
w Londynie			
sto	100		
z Włoch			
Hefajstos			
z Niemiec			
tak			
Bogota			
migrena			
Francja			
Miszna			
Boże, zachowaj królową			
z Piwnicą pod Baranami			
są równe			
debiut			
refren			
w Jerozolimie			
Klitajmestra			
w Brukseli			
Armstrong			
w Wacławie			
tak			
amnestia			
Księżyca			
Denis Diderot			
Antoni			
Anna German			
gadzinówki			
nie			
w XVIII	18		
Caracas			
dolar kanadyjski			
jarzmo			
w XIX	19		
szafy			
tak			
frytki			
lajkonik			
w warmińsko-mazurskim			
Katarzyna			
tak			
wokół głowy			
Ignacy Rzecki			
G			
dziesięć	10		
w lubelskim			
Robert Gawliński			
tak			
Prometeusz			
tysięczna			
Zygmunta Starego			
dwa razy	2		
Wojciecha Waglewskiego			
grochu			
Kanał Koryncki			
na Oceanie Atlantyckim	na Atlantyku		
bratem			
Jan Tomaszewski			
tak			
pasterka			
barkarola			
we Włoszech			
w Genewie			
w XVII	17		
Komuna Paryska			
jedna	1		
bor			
koszula			
królika			
tak			
czerwiec			
Lwów			
żadna			
w słup soli			
paleolit			
Amedeo			
trzykrotnie	3 razy		
farsz			
Centralne Biuro Śledcze			
figowca			
Czesław Lang			
Sylvester Stallone			
z Dionizosem			
w XIX			
kaczora Donalda			
George Orwell			
Koziorożec			
widmo optyczne			
do 1952			
w XX	20		
z dwóch	2		
piraci			
z Włoch			
T. Love			
tak			
Orla Perć			
Saturna			
„Nasza szkapa”			
Władysław			
na Mazurskim			
Allah			
iperyt			
Rosja			
arkada			
w Brazylii			
Japonia			
Francisco Goya			
otrzewna			
w Rzymie			
skalp			
megalomania			
z francuskiego			
Kuba Rozpruwacz			
z angielskiego			
po łacinie	łacińskim		
„Szaleństwa panny Ewy”			
Ginewra			
Zenon			
Seneka Młodszy			
Václav Havel			
na saksofonie			
tak			
motocyklowy			
amfora			
poczciwego			
w Rzymie			
w Pizie			
Rigoletto			
smażymy			
z Warszawą			
Pytia			
po Wrocławiu			
Romana Polańskiego			
karambol			
Pireus			
Edypowi			
dwa	2		
Afrodyta			
w czerwonym			
satelita			
potocznego			
do Krakowa			
w Gdyni			
szach			
tak			
na złodzieju			
są równe			
„Don Juan”			
kora mózgowa			
Wenus			
Monza			
Bożena Dykiel			
w Poznaniu			
Iwan Pawłow			
dusza			
nie			
ptakami			
telewizor			
prawosławie			
Midas			
wolfram			
więcej niż 20			
Kielce			
most	most w Jugosławii		
21			
kasztelan			
z zachodu			
4 grudnia			
Żydów			
tak			
Smerfy			
we Francji			
nad Wisłą			
lżejsze			
w Rzymie			
most			
srebra			
po II wojnie światowej			
tak			
była Samarytanką			
nie			
Kleopatra			
północnego			
Robinson Crusoe			
wtorek			
azjatycki			
pioruna			
Azerbejdżanu			
w XX	20		
Galileusz			
parabola			
mniszek lekarski			
strzeżonego			
komtur			
do Morza Północnego			
tak			
przez Ocean Atlantycki	przez Atlantyk		
halsowanie			
w konstytucji			
falomierz			
Tambora			
rybami			
Papuasi			
w otwarte			
tak			
owiec			
z porcelany			
mleka			
z francuskiego			
Ingmar Bergman			
Monachomachia			
17 września 1939			
mazowieckiego			
trąbki			
w Paryżu			
liczby atomowej			
w XIX	19		
w Atenach			
„Wiadomości”			
klasyczny i wolny	wolny i klasyczny		
w 1978			
w Niemczech			
w Ameryce Północnej			
siedmiu	7		
nie			
jedna	1		
wilka			
tak			
w Sudetach			
modrzew			
Haydn			
tak			
czerwony			
Robert Korzeniowski			
do trzech	3		
nos			
Wielkiej Brytanii			
na Oceanie Indyjskim			
w żadnym	0		
po łacinie	łacińskim		
Dawid			
nie			
Jan Matejko			
hossa			
tak			
kindersztuba			
do Francji			
paluszek			
w Warszawie			
plankton			
Mont Blanc			
niemy			
Republika Południowej Afryki	RPA		
prawy			
liberum veto			
Linia Maginota	linia Zygfryda		
mrówek			
w 1791			
milion	1000000		
Jukatan			
hiszpański			
Warszawa			
13			
jeden	1		
nie			
celuloid			
sierp			
o rycerzach Jedi			
omega			
tak			
z dwóch	2		
do ostrzenia gęsich piór			
Lady Gaga			
Julian Ursyn Niemcewicz			
z liści laurowych	z liści wawrzynowych		
w XIX	19		
Ludwik Węgierski			
Henryka VIII			
Kojak			
Księga Rodzaju			
fasola			
Zamek Ostrogskich			
hejnał			
trzy czwarte	3/4		
tak			
Howard Carter			
w Norwegii			
adamaszek			
z Karkonoszami			
drużynowy			
dziennik			
Waszyngton			
Ferdydurke			
XIX wiek			
do USA	do Stanów Zjednoczonych		
gilotyna			
fiołek alpejski			
żurnal			
„Przyjaciółka”			
żałoby narodowej			
zwiększa			
Maria Stuart			
został spalony na stosie			
na Oceanie Atlantyckim	na Atlantyku		
poczwarka			
rupia indyjska			
nie			
Bachus			
nie			
tak			
Juliusz Cezar			
benzen			
kopytka			
biskupa			
tak			
topór			
Gwda			
w 1960			
Robert Koch			
Meryl Streep			
diabeł			
w kącie			
nie			
tak			
Jack Nicholson			
skorpion			
tak			
Dunaj			
folią cynową			
Melchior Wańkowicz			
z Afryki			
na Florydzie			
Górskie Ochotnicze Pogotowie Ratunkowe			
Zakopane			
w „Nędznikach”			
w XX	20		
Temida			
w Ameryce Północnej			
promil			
tak			
nie			
nietoperza			
tak			
różowe			
TGV			
w zająca			
sygnaturka			
Thomas Jefferson			
ksenofobia			
Car Kołokoł			
aplikacja			
Stanisław August Poniatowski			
Straż Praw			
Józef Ignacy Kraszewski			
kompasu			
nad Sekwaną			
w Warszawie			
w Lizbonie			
Apollo 11			
hulaka			
Kazimierz Moczarski			
do Hiszpanii			
w Krakowie			
Emily Bronte	Emily Brontë		
Demokratów			
„Panny z Wilka”			
Rejent Milczek			
wielowarstwowe			
człowiek			
w maju			
h			
Stanisław Maczek			
Stefana Żeromskiego			
są równe			
tenis	tenis ziemny		
31			
u chłopców			
antresola			
100 zł	na stuzłotówce		
alotropia			
Skamandra			
złoto			
słowo	plotka		
„Straszny dwór”			
Wersal			
na Wyspie Świętej Heleny	na Świętej Helenie		
fałdowe			
po drugie			
Wodnik			
snajper			
dziki lokator			
tak			
w II p.n.e.			
Hanka			
T			
w „Weselu”			
z angielskiego			
FBI			
z jednej	1		
tak			
w 1794			
Dalajlama			
Delfinie Potockiej			
calcium			
w drewnie			
w 1794			
Eldorado	El Dorado		
tak			
Watykan			
nyktofobia			
powstanie			
rzuciła się pod pociąg			
nie			
z łyżwiarstwem figurowym			
Stefan Batory			
westalki			
w XVII	17		
Makbet			
u podnóża Tatr			
nie ma rymów			
w Szwajcarii			
ambasadora			
Ocean Indyjski			
chwała zwyciężonym			
w XIX	19		
Artemida			
w Antwerpii			
polsko-bolszewicką			
pierwszego	1		
Marylin Monroe			
aplikacja			
Zgromadzenie Narodowe			
arabski			
20			
Dublin			
trombita	trembita	ligawka huculska	
żadnej	0		
dryling	trójlufka	trojak	
wysoki			
ONZ	Organizacja Narodów Zjednoczonych		
George Harrison			
zegary			
Pyzdra			
północno-wschodniego			
motocyklami			
„Romantyczność”			
muzeum			
tak			
ognia			
niebieski			
tytan			
CIA			
M			
Hetman Wielki			
stal			
karbid			
Polski			
paleta			
żupan			
pewna kwoka			
Warszawa			
w 1924			
Bolesław			
jedną	1		
Noteć			
po Nilu			
na wiatr			
3600			
guru			
do Wisły			
Mekki			
z Francji			
Ewa			
do Wrocławia			
czerwonego			
był zbójem			
Tama Hoovera			
takt i uprzejmość			
Powstanie Listopadowe			
w prawą			
balet			
Emmy			
w XV	15		
Juliusz Verne			
na Pojezierzu Ełckim			
po angielsku			
Stanisława Staszica			
batuta			
batuta			
Priemjer-Ligi	rosyjskiej		
starcy			
Kalina Jędrusik			
Nil			
Praga			
w XVIII	18		
neolit			
Boba Dylana			
łacina	łaciński		
szyszynka			
Adam Mickiewicz			
Irena Kwiatkowska			
był kronikarzem			
miarka			
w XX	20		
słodką			
Billewiczówna i Kmicic	Kmicic i Billewiczówna		
z Japonii			
Gdańska			
Jan Kochanowski			
kakao			
macewa			
tenis	tenis ziemny		
oszczep			
Afganistanu i Pakistanu	Pakistanu i Afganistanu		
nad Oceanem Indyjskim			
z Ameryki Południowej			
za Ludwika XIII			
„Antygona w Nowym Jorku”			
expose	exposé		
indyk			
Piotr Wysocki			
tak			
tak			
średnia doba słoneczna			
w XV	15		
mitoza			
Chiny			
8			
imam			
z „Wesela”			
libra	pondus		
we Francji			
Eligiusz Niewiadomski			
z Galilei			
Węgier			
jar	kanion	wąwóz	
romantyzmu			
w Sopocie			
szezlong			
Napoleon Bonaparte			
Achilles			
podczas II wojny światowej			
nie			
przed			
Azji			
rektorowi uczelni wyższej	rektorowi uniwersytetu		
złote gody			
Jana III Sobieskiego			
tak			
errata			
w XX	20		
we Lwowie			
pudło			
trzydzieści	30		
jeden	1		
nie			
Stambuł			
Jerzy Antczak			
w Krakowie			
hobbici			
z dynastii osmańskiej	Osmanów		
krówka			
w 2013			
drugiej strony			
Scyzorykiem			
tlenek węgla			
do Afryki			
wilki			
Semiramida			
w Londynie			
biały i niebieski	niebieski i biały		
Pireneje			
Eliza Orzeszkowa			
sierżant			
z Rosji			
szychta			
flara			
błazna Jorika	Yoricka		
dysk twardy komputera			
miecz i tarczę	tarczę i miecz		
nie			
żywo	szybko		
ludwisarz			
Rzymu	rzymska		
Ulrich von Jungingen			
jeden	1		
tygrys			
tak			
Zośka			
z ośmiu	8		
nie			
tak			
osiemnastoma	18		
Stanisław Bareja			
alergologia			
w Bombaju			
Wawelu	Zamku Wawelskiego		
przed II wojną światową			
Agata Christie			
dreszczowiec			
w robaka			
w Persji			
hagiografia			
Audrey Hepburn			
w Himalajach			
nie			
Shirley MacLaine			
tak			
słowo szlachcica			
tak			
w Danii			
Moskwa			
Zeus			
Kazimierz			
S			
do Ukrainy			
Henryk VIII			
żywy			
czubi			
z Cesarstwem Niemieckim			
i wzajemnie	i na odwrót		
w Warszawie			
Diego Armando			
Horeszków			
Meksyk			
dwanaście	12		
panujący monarcha	król	królowa	
trzy razy	3		
siatkówka			
mysz			
dwie	2		
trzy	3		
bohemistyka			
koszula			
Aten			
Harvard			
w Meksyku			
„Jeszcze Polska nie zginęła”			
Ludwik Andegaweński			
chleba			
po Chrystusie			
w 1943			
nie			
złość			
walkower			
Janka Kosa			
w Ciechocinku			
Robert Downey Junior			
Ernest Rutherford			
Philippe Petain			
Muzeum Powstania Warszawskiego			
japoński			
w Azji			
rzepaku			
Michał Anioł	Michelangelo Buonarroti		
tak			
w XIV	14		
cztery	4		
w Afryce			
centaury			
do niego ani razu			
Wujek			
Józef Chłopicki			
„Książę”			
nie			
Maria Antonina			
nad Gopłem			
komary			
Anna Czerwińska			
biały i czerwony	czerwony i biały		
skamieniałe ślady zwierząt			
o 1647			
w XIX	19		
ścięgno			
pięćdziesiąt	50		
liczydła			
Wilhelm			
bogatemu			
Ocean Spokojny	Pacyfik		
Władysława Jagiełły			
empiryzm			
stetoskop			
Skrzyczne			
cacanka			
w czepku			
w Jerozolimie			
w zielonym			
euro			
tak			
wygłosić			
Robert Lewandowski			
Wojciech Oczko			
szyderczy			
we Włoszech			
w Londynie			
wojna trzynastoletnia			
w XIX	19		
w styczniu			
Piastów			
stryjek			
tak			
3600			
Si			
Czesław Niemen			
lektyka			
piłka nożna			
palestra			
8			
na autyzm			
tak			
Erosa			
Francji			
z bieguna południowego			
Gaza			
w Maastricht			
bantustany			
Edynburg			
w „Fantazym”			
odwróć			
Desdemona			
krypta			
w XIX	19		
Australię			
lonża			
ZSRR			
górzyste			
w malarstwie			
w Poczdamie			
w sercu			
Golda Meir			
Halka			
przed			
z sześciu	6		
tapicer			
Turcji			
Juliusz Cezar			
na akacji			
baryton			
Terencjusz			
Azji			
podobieństwo			
Jaser Arafat			
trzy	3		
w mazowieckim			
przeciwko naturze			
daszek			
Simon Bolivar	Simón Bolívar		
tak			
benefis			
kurant			
instrumentalna			
Pegaz			
Kalifornia			
w XIX	19		
tak			
Salezjanów			
gułag	łagier		
Arkady Fiedler			
z Czech			
Danii			
tak			
Kwirynał			
Hucułowie	Huculi		
druidzi			
białego			
pięć	5		
Wisły			
w Chinach			
pseudonim			
przez Waszyngton			
rolnictwem	uprawą roli	był rolnikiem	
między drzwi			
Konstytucja Księstwa Warszawskiego			
Honsiu			
w Paryżu			
wydrę			
Jan Kochanowski			
Grom			
węgierskiego			
Stanisław Koniecpolski			
rada			
rękawiczki			
Leszek Kołakowski			
Ketling	Hassling-Ketling of Elgin		
prawda			
matematyki			
Termopile			
trzy razy	3		
tak			
tak			
Lakszmi			
na Oceanie Spokojnym			
szlachcic			
Juliusz Słowacki			
nie			
monety			
Tomasz			
w Afryce			
na południowym			
z Krety			
słoń morski			
8 marca			
hiszpański			
„Pasażerka”			
badaniami jaskiń			
antropocentryzm			
Edwarda Griega			
„Grek Zorba”			
Anatolij Rybakow			
hokeja			
internowanie			
Miś Uszatek			
Wietnam			
Zbigniew			
tak			
selenografia			
psiego ogona			
słowotok			
nie			
z Francji			
niebieskie			
w Nowym			
migawka			
na Bielanach			
po niemiecku			
10			
gorzki			
ostatnią	24		
do czterech	4		
paleozoiku			
równy	stopień równy		
matriarchat			
w Gdańsku			
na Białorusi			
półfinał			
Mig			
w czwartek			
Francji			
Chin			
Huck Finn	Huckleberry Finn		
kilt			
Jana III Sobieskiego			
Berlin			
z Francji			
ćwierćwiatr			
kanu	canoe		
nie ma żadnej			
Michał Żebrowski			
Niemcem			
z przodu			
Robin Hood			
pięć	5		
z 17			
Ming			
22			
z Nowej Zelandii			
w Górach Stołowych			
tak			
immunologia			
Anglii			
bierki			
Kazimierz III Wielki			
ława oskarżonych			
wokanda			
porostami			
tak			
kobz			
mydło			
Teatr Narodowy w Warszawie			
Jan Brzechwa			
na prawym			
nad Jeziorem Genewskim			
„Emigranci”			
nie			
Nowego Jorku			
Pablo Picasso			
Libia			
oka			
Władimir			
Cambridge			
w Azji			
„Noc i mgła”			
w Afryce			
z Grecji			
tak			
w 2013			
byle jakiego			
nie			
tak			
dżygitówka			
głowy			
Vasco da Gama			
tak			
tak			
na Litwie			
Ryszard I			
Jędrzej Śniadecki			
rufa			
sto	100		
lewirat			
tak			
dziewięć	9		
na Księżycu			
tak			
astma			
miłość zwycięża wszystko			
w XX	20		
Lady Pank			
karnet			
szwedzkiej			
I wojny światowej			
Maciej			
trzy	3		
kwadrat			
nie			
San Sebastian			
sztafeta			
nie			
w XIX	19		
islandzki			
kołduny			
z Hiszpanii			
sześć	6		
w 1981			
tak			
panika			
gruszki			
Hamburg			
waga			
w Indiach			
Wawel			
Macieja Boryny			
w Padwie			
tak			
przez Morze Czerwone			
trzy	3		
nad Wartą			
Joachim			
przysłówek			
wzrost			
w Sydney			
zimnica	febra		
bile			
Skaldowie			
katakumby			
gwiazda			
porto			
tak			
nie			
Jan Kochanowski			
Danii			
Wanda Rutkiewicz			
kozica			
jest drapieżnikiem			
Spartakus			
Wielkiej Brytanii			
w Nowym Jorku			
nie			
w tenisie	w tenisie ziemnym		
siedem	7		
14 października			
tarczyca			
wieprze			
pszczoły			
Santiago	stary rybak Santiago		
z Wenecji			
tak			
saperka			
do widzenia			
Polski			
nie			
żabka			
tak			
w XX	20		
nie będzie umiał			
Maryla Wereszczakówna			
w I p.n.e.			
czterech	4		
w 1944			
tak			
tak			
„Hamleta”			
czasownik			
był Francuzem	francuskiej		
pójdź za mną			
nie			
Galileusz			
Ignacy Łukasiewicz			
FIFA			
tak			
Roman Wilhelmi			
w Warszawie			
karmelici			
w Poznaniu			
tak			
Nabucco			
w biedzie			
nie			
w XV	15		
król i dama			
Józef Mehoffer			
na tapczanie			
tarło			
George'a Washingtona	Jerzego Waszyngtona		
Henry			
nad Bzurą			
sfragistyka			
w Ojcowskim			
proscenium			
autoportret			
tak			
nie			
catgut	ketgut	katgut	
nie			
w Peru			
plazma			
lichtarz			
sadystyczne	był sadystą		
kłody			
drugą			
Rzym			
tak			
drzewo genealogiczne			
po Syrakuzach			
Mojżesza			
w 1938			
w 1900			
Longin Podbipięta			
w Warszawie			
os			
nie			
pięćdziesięciu	50		
nie			
termofor			
w Krakowie			
wernisaż			
do tragedii			
zaczerwienić się			
tak			
Józefa Cyrankiewicza			
sześć	6		
w jedną	1		
w Kuala Lumpur			
Xawery Dunikowski			
marszand			
bracia Grimm	Wilhelm i Jacob Grimm		
Michael			
Jana Kochanowskiego			
sto	100		
Egejskiego			
Kanał Sueski			
po I wojnie światowej	1		
tak			
Jordanu			
tak			
tak			
Nowa Zelandia			
propanu i butanu	butanu i propanu		
stojąc			
Stanisław Moniuszko			
w buddyzmie			
w Nowym Jorku			
w XVII	17		
Basia			
myszą			
z szachów			
tak			
w Karkonoskim			
Andy			
dziewięćdziesiąt	90		
w Los Angeles			
RFN			
bandera			
tak			
dziadek			
Zygmunt III Waza			
nie			
w 1805			
w Tanzanii			
błękitnego			
fototropizm			
Angoli			
Konstytucji Stanów Zjednoczonych	Konstytucji USA		
w Holandii			
osiem	8		
savoir-vivre			
Kaligula			
Enrico			
Kazimierz Dolny			
Komeda			
placki			
w XIX	19		
Kastor			
cerkiew			
Adam Mickiewicz			
Wincenty Kadłubek			
Hanna Glawari			
w Stanach Zjednoczonych	w USA		
do Burbonów			
Bolesława Prusa			
dziesięć	10		
Zelandia			
Ewa			
ponad stu			
Rosji			
Hilary			
w pomorskim			
stereometria			
moja wina			
makaron			
Kraków			
w Karakorum			
„Nagi instynkt”			
Pandora			
Joe DiMaggio			
nie			
Elżbieta Jaworowicz			
Julian Tuwim			
kwintet			
Neapol			
z ryb			
skaut			
we Francji			
6 armat			
Argentyny			
Hans Memling			
Sikoku			
14 lipca 1789			
Hefajstosa			
w Puszczy Augustowskiej			
tak			
lekarzem			
dziewięcioro			
Witek	Wicio		
izometria			
biret			
tak			
motocross			
centuria			
zmartwienie			
Anthony Quinn			
Ameryk			
Białowieski			
sacrum			
„Moda na sukces”			
pozarządowa			
Jasna Góra			
w 2011			
staropolski taniec			
Bolesław			
zabytkowej			
wodorem			
„Konrada Wallenroda”			
knieje			
przez bakterie			
Jean de La Fontaine			
do Zatoki Gdańskiej			
Charles'a de Gaulle'a			
o Wyspy Kurylskie			
surówka			
Kanady			
tak			
kura samograjka			
Opty			
bigamia			
sążeń			
nie			
29			
winniczek			
Popiela			
Północna			
z Rosją			
nie			
buzię			
na Syberię			
hiszpańskiej			
epicykloida			
jedno	1		
barykada			
browar			
w Paryżu			
z Chin			
111			
w 1683			
w XVIII	18		
tak			
sezam			
jedną	1		
wodór			
na królika			
wiedeńskim	na Kongresie Wiedeńskim	w Wiedniu	
tak			
jeden	1		
Józef Bem			
papierowy			
rekin			
Zofia			
kwartet smyczkowy			
z Włoch			
na Oceanie Indyjskim			
nie			
Otello			
cztery	4		
Adam Mickiewicz			
ze skór zwierzęcych			
Daniel Craig			
gęsi			
Maria Konopnicka			
muflon			
w robaka	w żuka		
2 kg			
w Niemczech			
z trzech	3		
pokojową			
konstytucja			
w Paryżu			
w XIV	14		
w XVIII	18		
żak			
czerwonego			
Jana Matejki			
z Kanady			
zero	0		
Krysia			
na Węgrzech			
kaszy			
żelaza			
Ludwik i August	August i Ludwik		
Balbinka			
zegar słoneczny			
Nilu			
czterdzieści	40		
w XVIII	18		
Ford			
Księżyc			
Raisa			
żużel			
na dębie			
w San Francisco			
skoki narciarskie			
Królestwo Jerozolimskie			
nie			
tak			
Białorusi			
Franciszek			
w Atenach			
tak			
chleba			
Oceanu Indyjskiego			
Władysław Jagiełło			
karat			
ze wschodu			
trzy	3		
w 1929			
Ignacy Rzecki			
dziewięć	9		
objętość			
w 1940			
Planty			
